node_id,x_coord,y_coord,seq,r_time
5059.0,120.17675001952051,35.95007866034907,0,0
2763.0,120.1757496,35.95116859999999,1,6
139.0,120.17567690000001,35.9512492,2,12
5060.0,120.17670605298882,35.95170372192557,3,18
138.0,120.17937420000001,35.9528821,4,25
137.0,120.1820518,35.9539214,5,31
136.0,120.1821699,35.9539665,6,37
5061.0,120.18208198481422,35.9552368888,7,43
2025.0,120.18204750000001,35.9557352,8,50
5062.0,120.18190950780556,35.95767031819021,9,56
1399.0,120.18185509999999,35.958433299999996,10,62
212.0,120.1817373,35.9584289,11,68
211.0,120.18146229999999,35.9624543,12,75
1831.0,120.18050990000002,35.962416299999994,13,81
5063.0,120.18034560408516,35.96241169820404,14,87
1830.0,120.17981370000001,35.9623968,15,93
1726.0,120.1797113,35.9623941,16,100
1829.0,120.178924,35.96217929999999,17,106
1755.0,120.17780159999998,35.96187310000001,18,112
1828.0,120.17678870000002,35.9613901,19,118
5064.0,120.17652833808607,35.96126592253376,20,125
1827.0,120.17604709999999,35.9610364,21,131
1826.0,120.1758118,35.9609242,22,137
1825.0,120.1746081,35.9603502,23,143
1824.0,120.17451799999999,35.9603072,24,150
1817.0,120.17364950000001,35.9598931,25,156
1823.0,120.1727347,35.959638700000006,26,162
1822.0,120.1717838,35.95937429999999,27,168
3581.0,120.171774,35.95942539999999,28,175
3586.0,120.1716476,35.9594016,29,181
5065.0,120.17143526877474,35.96054773758602,30,187
2144.0,120.171158,35.962044399999996,31,193
121.0,120.1708679,35.9636532,32,200
2219.0,120.17101459999999,35.9636311,33,206
5066.0,120.1710081472365,35.965596553095324,34,212
1765.0,120.17100579999999,35.966311499999996,35,218
3438.0,120.17200690000001,35.9683806,36,225
195.0,120.17272879999999,35.9698229,37,231
3582.0,120.1727801,35.9699262,38,237
3585.0,120.17266550000001,35.96996420000001,39,243
5067.0,120.17173704275429,35.970272611766795,40,250
3412.0,120.1711094,35.9704811,41,256
3414.0,120.16958999999999,35.9709857,42,262
5068.0,120.16863864310244,35.97130165680701,43,268
2801.0,120.1672706,35.971756,44,275
1772.0,120.1695344,35.9763742,45,281
1743.0,120.16956850000001,35.9764391,46,287
5069.0,120.16965568770088,35.977186657129586,47,293
2802.0,120.1699571,35.979771,48,300
5070.0,120.1699375126116,35.979603055534305,49,306
2802.0,120.1699571,35.979771,50,312
2803.0,120.1696757,35.981424,51,318
5100.0,120.16867006161131,35.983731653434404,52,325
2804.0,120.1684742,35.9841811,53,331
687.0,120.16834250000001,35.9842086,54,337
5071.0,120.16748953409169,35.98430310751038,55,343
2805.0,120.1658885,35.9844805,56,350
5072.0,120.16485178179586,35.98459563854186,57,356
2806.0,120.16126940000001,35.9849935,58,362
5073.0,120.1615284449976,35.98615849382229,59,368
3916.0,120.1617446,35.98713060000001,60,375
160.0,120.1621795,35.9911479,61,381
2532.0,120.1621862,35.9912565,62,387
3060.0,120.1621571,35.99154179999999,63,393
5074.0,120.16214197377501,35.992571119274594,64,400
3086.0,120.162079,35.9968564,65,406
1517.0,120.1616507,35.99907070000001,66,412
1516.0,120.1615281,35.9990497,67,418
5075.0,120.159626548057,35.998739289759676,68,425
1515.0,120.1584051,35.9985399,69,431
1514.0,120.15673490000002,35.9982672,70,437
5076.0,120.15498133911892,35.99803549493459,71,443
1513.0,120.151354,35.99755620000001,72,450
1471.0,120.1511629,35.9975432,73,456
5077.0,120.14717289179195,35.997075622516704,74,462
1471.0,120.1511629,35.9975432,75,468
5078.0,120.14280165204704,35.996563369615885,76,475
1512.0,120.13366780000001,35.995492999999996,77,481
5079.0,120.13483594635744,35.99562989168178,78,487
1512.0,120.13366780000001,35.995492999999996,79,493
724.0,120.1322067,36.0012236,80,500
723.0,120.1320247,36.0011988,81,506
2401.0,120.131999,36.00129520000001,82,512
5080.0,120.13105000238957,36.001128501643684,83,518
2401.0,120.131999,36.00129520000001,84,525
5081.0,120.12759760466257,36.00052206278638,85,531
2400.0,120.125381,36.0001327,86,537
2398.0,120.1225743,35.9996744,87,543
2399.0,120.1214004,35.999460299999996,88,550
5082.0,120.12104744916141,35.99940694975435,89,556
4705.0,120.1208116,35.9993713,90,562
3604.0,120.1186642,35.998750799999996,91,568
3603.0,120.1187317,35.99864249999999,92,575
5083.0,120.11559186708185,35.997400158425165,93,581
3129.0,120.11478600000001,35.9970813,94,587
5084.0,120.11068655827393,35.995664483493684,95,593
4710.0,120.10882990000002,35.995022799999994,96,600
5085.0,120.1069923178632,35.994791842515134,97,606
3718.0,120.10551129999999,35.9946057,98,612
5086.0,120.10625648015301,35.994699358362496,99,618
4710.0,120.10882990000002,35.995022799999994,100,625
5087.0,120.11054882519606,35.995616881280704,101,631
3129.0,120.11478600000001,35.9970813,102,637
5088.0,120.11546151048871,35.99734858007071,103,643
3603.0,120.1187317,35.99864249999999,104,650
4709.0,120.12068959999999,35.9992379,105,656
720.0,120.12123670000001,35.9993117,106,662
5089.0,120.12190504709005,35.99943822603037,107,668
721.0,120.1226027,35.99957029999999,108,675
722.0,120.12541090000002,36.0000254,109,681
5090.0,120.12706193872364,36.00031832219878,110,687
723.0,120.1320247,36.0011988,111,693
5091.0,120.13077670056816,36.000977383789454,112,700
723.0,120.1320247,36.0011988,113,706
724.0,120.1322067,36.0012236,114,712
1512.0,120.13366780000001,35.995492999999996,115,718
5092.0,120.13480213976507,35.995625929985316,116,725
1512.0,120.13366780000001,35.995492999999996,117,731
5093.0,120.14199537778386,35.996468884674705,118,737
1471.0,120.1511629,35.9975432,119,743
5094.0,120.14677386008566,35.997028861148976,120,750
1471.0,120.1511629,35.9975432,121,756
1513.0,120.151354,35.99755620000001,122,762
5095.0,120.15412838266892,35.997922790361756,123,768
1514.0,120.15673490000002,35.9982672,124,775
1515.0,120.1584051,35.9985399,125,781
5075.0,120.159626548057,35.998739289759676,126,787
1516.0,120.1615281,35.9990497,127,793
5096.0,120.16165120742126,35.99830047385016,128,800
1554.0,120.1619446,35.9965149,129,806
1555.0,120.1619668,35.9941995,130,812
5097.0,120.16198044233131,35.992092502011644,131,818
1556.0,120.16198610000001,35.99121870000001,132,825
159.0,120.16199240000002,35.9911159,133,831
5098.0,120.16165686296115,35.98758525039537,134,837
1557.0,120.1616149,35.98714370000001,135,843
1558.0,120.1611652,35.9850051,136,850
2806.0,120.16126940000001,35.9849935,137,856
5099.0,120.16479643865163,35.984601784984456,138,862
2805.0,120.1658885,35.9844805,139,868
5071.0,120.16748953409169,35.98430310751038,140,875
687.0,120.16834250000001,35.9842086,141,881
2804.0,120.1684742,35.9841811,142,887
5100.0,120.16867006161131,35.983731653434404,143,893
2803.0,120.1696757,35.981424,144,900
2802.0,120.1699571,35.979771,145,906
5101.0,120.16992219547436,35.979471724681076,146,912
2802.0,120.1699571,35.979771,147,918
5102.0,120.16966006220684,35.977224164634514,148,925
1743.0,120.16956850000001,35.9764391,149,931
1772.0,120.1695344,35.9763742,150,937
2801.0,120.1672706,35.971756,151,943
5103.0,120.16782601375714,35.97157154056345,152,950
3414.0,120.16958999999999,35.9709857,153,956
3412.0,120.1711094,35.9704811,154,962
5067.0,120.17173704275429,35.970272611766795,155,968
3585.0,120.17266550000001,35.96996420000001,156,975
194.0,120.17261409999999,35.9698609,157,981
5104.0,120.1721063098382,35.968836176357065,158,987
1764.0,120.17087579999999,35.96635300000001,159,993
5105.0,120.170874863716,35.96603302791235,160,1000
121.0,120.1708679,35.9636532,161,1006
2219.0,120.17101459999999,35.9636311,162,1012
5106.0,120.17166186568457,35.96004642092493,163,1018
3581.0,120.171774,35.95942539999999,164,1025
1822.0,120.1717838,35.95937429999999,165,1031
1823.0,120.1727347,35.959638700000006,166,1037
1817.0,120.17364950000001,35.9598931,167,1043
1824.0,120.17451799999999,35.9603072,168,1050
1825.0,120.1746081,35.9603502,169,1056
1826.0,120.1758118,35.9609242,170,1062
1827.0,120.17604709999999,35.9610364,171,1068
5107.0,120.17649981234472,35.96125231741684,172,1075
1828.0,120.17678870000002,35.9613901,173,1081
1755.0,120.17780159999998,35.96187310000001,174,1087
1829.0,120.178924,35.96217929999999,175,1093
1726.0,120.1797113,35.9623941,176,1100
1830.0,120.17981370000001,35.9623968,177,1106
5063.0,120.18034560408516,35.96241169820404,178,1112
1831.0,120.18050990000002,35.962416299999994,179,1118
211.0,120.18146229999999,35.9624543,180,1125
5108.0,120.181496580082,35.96195251439213,181,1131
212.0,120.1817373,35.9584289,182,1137
5109.0,120.18176362189669,35.958060352296904,183,1143
213.0,120.18192920000001,35.955742,184,1150
5110.0,120.18197976353581,35.95499113561753,185,1156
137.0,120.1820518,35.9539214,186,1162
138.0,120.17937420000001,35.9528821,187,1168
5111.0,120.17857478218671,35.952529039835184,188,1175
139.0,120.17567690000001,35.9512492,189,1181
2763.0,120.1757496,35.95116859999999,190,1187
2775.0,120.17564209999999,35.9511214,191,1193
